"UF","Município","Zonas","Locais","Seções","Eleitorado","EleitoradoFeminino","EleitoradoMasculino","PorcentagemF","PorcentagemM"
"PR","Mandirituba",1,16,62,1637,857,780,52.35,47.65
"SP","Manduri",1,4,22,1000,522,478,52.2,47.8
"PR","Manfrinópolis",1,2,11,795,394,401,49.56,50.44
"MG","Manga",1,23,64,1551,797,742,51.39,47.84
"RJ","Mangaratiba",1,22,135,3821,2004,1797,52.45,47.03
"PR","Mangueirinha",1,13,47,1521,821,700,53.98,46.02
"MG","Manhuaçu",1,34,184,2464,1316,1126,53.41,45.7
"MG","Manhumirim",1,20,66,1794,992,799,55.3,44.54
"AM","Manicoré",1,38,113,1703,867,836,50.91,49.09
"PI","Manoel Emídio",1,8,19,868,463,405,53.34,46.66
"PR","Manoel Ribas",1,19,42,1131,589,542,52.08,47.92
"AC","Manoel Urbano",1,8,31,1143,587,556,51.36,48.64
"RS","Manoel Viana",1,6,18,924,490,434,53.03,46.97
"BA","Manoel Vitorino",1,13,48,1424,729,695,51.19,48.81
"BA","Mansidão",1,17,42,1264,627,637,49.6,50.4
"MG","Mantena",1,12,75,1567,853,712,54.44,45.44
"ES","Mantenópolis",1,10,50,1086,582,503,53.59,46.32
"RS","Maquiné",1,11,20,911,464,447,50.93,49.07
"MG","Mar De Espanha",1,12,42,1259,694,565,55.12,44.88
"AL","Mar Vermelho",1,2,11,678,358,320,52.8,47.2
"GO","Mara Rosa",1,6,32,1435,738,697,51.43,48.57
"PA","Marabá",2,85,547,6033,3200,2833,53.04,46.96
"SP","Marabá Paulista",1,2,10,762,390,372,51.18,48.82
"MS","Maracaju",1,18,109,2281,1221,1060,53.53,46.47
"SC","Maracajá",1,6,20,943,493,450,52.28,47.72
"CE","Maracanaú",2,57,413,6382,3454,2928,54.12,45.88
"PA","Maracanã",1,74,120,2147,1124,1023,52.35,47.65
"MA","Maracaçumé",1,13,52,1454,738,716,50.76,49.24
"SP","Maracaí",1,7,41,1116,588,528,52.69,47.31
"BA","Maracás",1,26,77,1457,787,670,54.02,45.98
"AL","Maragogi",1,12,68,2109,1109,1000,52.58,47.42
"BA","Maragogipe",1,38,124,1780,931,849,52.3,47.7
"PE","Maraial",1,7,40,1118,609,509,54.47,45.53
"MA","Marajá Do Sena",1,15,27,928,459,469,49.46,50.54
"CE","Maranguape",1,74,306,2470,1324,1145,53.6,46.36
"MA","Maranhãozinho",1,10,33,1096,566,530,51.64,48.36
"PA","Marapanim",1,47,93,1945,1023,922,52.6,47.4
"SP","Marapoama",1,2,9,680,357,323,52.5,47.5
"ES","Marataízes",1,26,115,2489,1308,1181,52.55,47.45
"RS","Maratá",1,7,10,623,318,305,51.04,48.96
"RS","Marau",1,41,110,1596,857,739,53.7,46.3
"AL","Maravilha",1,5,26,1153,612,541,53.08,46.92
"SC","Maravilha",1,11,58,1463,779,684,53.25,46.75
"MG","Maravilhas",1,4,19,799,433,365,54.19,45.68
"AM","Maraã",1,9,37,1360,668,692,49.12,50.88
"BA","Maraú",1,25,67,1839,960,879,52.2,47.8
"PB","Marcação",1,7,25,1268,656,612,51.74,48.26
"RS","Marcelino Ramos",1,14,18,745,387,358,51.95,48.05
"RN","Marcelino Vieira",1,4,21,1024,519,505,50.68,49.32
"MT","Marcelândia",1,8,37,1665,868,797,52.13,47.87
"BA","Marcionílio Souza",1,14,32,951,513,438,53.94,46.06
"CE","Marco",1,30,88,1533,844,689,55.06,44.94
"PI","Marcolândia",1,11,31,1281,687,594,53.63,46.37
"PI","Marcos Parente",1,5,17,879,453,426,51.54,48.46
"PR","Marechal Cândido Rondon",1,29,147,1861,1009,852,54.22,45.78
"AL","Marechal Deodoro",1,21,137,2807,1488,1319,53.01,46.99
"ES","Marechal Floriano",1,14,51,1616,839,777,51.92,48.08
"AC","Marechal Thaumaturgo",1,16,46,852,453,399,53.17,46.83
"SC","Marema",1,4,9,581,310,271,53.36,46.64
"PB","Mari",1,15,66,1619,863,756,53.3,46.7
"MG","Maria Da Fé",1,8,38,1061,572,482,53.91,45.43
"PR","Maria Helena",1,3,16,882,475,407,53.85,46.15
"PR","Marialva",1,16,100,1923,1043,879,54.24,45.71
"MG","Mariana",1,41,162,2568,1394,1147,54.28,44.67
"RS","Mariana Pimentel",1,6,13,810,414,396,51.11,48.89
"RS","Mariano Moro",1,3,8,526,275,251,52.28,47.72
"TO","Marianópolis Do Tocantins",1,4,15,896,445,451,49.67,50.33
"AL","Maribondo",1,5,36,1306,708,598,54.21,45.79
"RJ","Maricá",1,42,459,7082,3723,3317,52.57,46.84
"MG","Marilac",1,2,14,1152,594,558,51.56,48.44
"PR","Marilena",1,2,19,990,517,473,52.22,47.78
"PR","Mariluz",1,4,26,944,501,443,53.07,46.93
"ES","Marilândia",1,9,38,1131,615,516,54.38,45.62
"PR","Marilândia Do Sul",1,5,27,992,515,477,51.92,48.08
"PR","Maringá",3,58,434,8933,4739,4194,53.05,46.95
"SP","Marinópolis",1,1,7,541,294,247,54.34,45.66
"PR","Maripá",1,4,18,908,494,414,54.41,45.59
"MG","Maripá De Minas",1,1,12,827,426,401,51.51,48.49
"PA","Marituba",1,37,273,3541,1923,1618,54.31,45.69
"PB","Marizópolis",1,3,19,1016,536,480,52.76,47.24
"SP","Mariápolis",1,2,10,637,337,300,52.9,47.1
"PR","Mariópolis",1,6,19,898,475,423,52.9,47.1
"MG","Marliéria",1,4,17,970,475,495,48.97,51.03
"PR","Marmeleiro",1,9,37,1238,661,577,53.39,46.61
"MG","Marmelópolis",1,3,10,692,348,344,50.29,49.71
"RS","Marques De Souza",1,12,17,665,345,320,51.88,48.12
"PR","Marquinho",1,8,16,743,381,362,51.28,48.72
"MG","Martinho Campos",1,8,38,1286,680,605,52.88,47.05
"RN","Martins",1,8,28,1054,543,511,51.52,48.48
"MG","Martins Soares",1,5,25,1327,708,619,53.35,46.65
"CE","Martinópole",1,10,35,1209,633,576,52.36,47.64
"SP","Martinópolis",1,12,60,1457,764,693,52.44,47.56
"SE","Maruim",1,9,51,1207,666,541,55.18,44.82
"PR","Marumbi",1,2,13,821,427,394,52.01,47.99
"GO","Marzagão",1,1,9,1015,515,500,50.74,49.26
"SP","Marília",2,59,432,5183,2741,2442,52.88,47.12
"BA","Mascote",1,9,43,1101,550,551,49.95,50.05
"CE","Massapê",1,38,115,1657,866,791,52.26,47.74
"PI","Massapê Do Piauí",1,9,28,978,496,482,50.72,49.28
"PB","Massaranduba",1,6,37,1219,622,597,51.03,48.97
"SC","Massaranduba",1,11,44,1130,586,544,51.86,48.14
"RS","Mata",1,9,15,738,402,336,54.47,45.53
"BA","Mata De São João",1,25,128,2440,1316,1124,53.93,46.07
"AL","Mata Grande",1,8,61,1336,710,626,53.14,46.86
"MA","Mata Roma",1,25,53,1350,706,644,52.3,47.7
"MG","Mata Verde",1,3,24,1106,552,554,49.91,50.09
"PB","Mataraca",1,6,28,1122,589,533,52.5,47.5
"TO","Mateiros",1,3,10,654,310,344,47.4,52.6
"PR","Matelândia",1,9,44,1358,729,629,53.68,46.32
"MG","Materlândia",1,3,18,1000,515,481,51.5,48.1
"MG","Mateus Leme",1,15,90,2022,1067,950,52.77,46.98
"MG","Mathias Lobato",1,2,18,1031,545,486,52.86,47.14
"MG","Matias Barbosa",1,14,37,1361,726,631,53.34,46.36
"MG","Matias Cardoso",1,7,26,994,515,471,51.81,47.38
"PI","Matias Olímpio",1,12,46,908,477,431,52.53,47.47
"BA","Matina",1,9,31,948,485,463,51.16,48.84
"MA","Matinha",1,30,77,1581,824,757,52.12,47.88
"PB","Matinhas",1,3,15,839,442,397,52.68,47.32
"PR","Matinhos",1,19,100,2421,1257,1164,51.92,48.08
"MG","Matipó",1,5,43,1626,850,776,52.28,47.72
"RS","Mato Castelhano",1,4,11,729,383,346,52.54,47.46
"PB","Mato Grosso",1,2,10,694,357,337,51.44,48.56
"RS","Mato Leitão",1,7,14,701,375,326,53.5,46.5
"RS","Mato Queimado",1,5,7,414,217,197,52.42,47.58
"PR","Mato Rico",1,6,16,690,343,347,49.71,50.29
"MG","Mato Verde",1,9,41,1272,678,590,53.3,46.38
"SC","Matos Costa",1,5,10,639,322,317,50.39,49.61
"MG","Matozinhos",1,18,91,1701,904,784,53.15,46.09
"GO","Matrinchã",1,3,13,946,475,471,50.21,49.79
"AL","Matriz De Camaragibe",1,4,53,1309,706,603,53.93,46.07
"MT","Matupá",1,7,46,1573,809,764,51.43,48.57
"PB","Maturéia",1,4,24,929,481,448,51.78,48.22
"MG","Matutina",1,3,12,862,449,413,52.09,47.91
"SP","Matão",1,32,216,1983,1048,935,52.85,47.15
"MA","Matões",1,37,104,1669,879,790,52.67,47.33
"MA","Matões Do Norte",1,12,39,1114,569,545,51.08,48.92
"GO","Maurilândia",1,4,26,1138,606,532,53.25,46.75
"TO","Maurilândia Do Tocantins",1,4,15,970,474,496,48.87,51.13
"CE","Mauriti",1,65,162,1819,952,867,52.34,47.66
"SP","Mauá",3,57,398,9329,4987,4292,53.46,46.01
"PR","Mauá Da Serra",1,5,23,1120,586,534,52.32,47.68
"AM","Maués",1,31,125,1884,960,924,50.96,49.04
"RN","Maxaranguape",1,11,33,1676,873,803,52.09,47.91
"RS","Maximiliano De Almeida",1,10,17,700,381,319,54.43,45.57
"AP","Mazagão",1,31,92,1855,962,893,51.86,48.14
"RS","Maçambará",1,8,14,770,415,355,53.9,46.1
"MG","Medeiros",1,4,12,716,375,340,52.37,47.49
"BA","Medeiros Neto",1,24,83,1576,845,731,53.62,46.38
"PR","Medianeira",1,18,126,1807,960,846,53.13,46.82
"PA","Medicilândia",1,26,75,1702,889,813,52.23,47.77
"MG","Medina",1,9,56,1396,724,663,51.86,47.49
"SC","Meleiro",1,4,18,911,479,432,52.58,47.42
"PA","Melgaço",1,15,63,1415,716,699,50.6,49.4
"RJ","Mendes",1,12,64,1477,781,689,52.88,46.65
"MG","Mendes Pimentel",1,2,19,1124,583,540,51.87,48.04
"SP","Mendonça",1,2,14,1134,567,567,50,50
"PR","Mercedes",1,3,19,830,457,373,55.06,44.94
"MG","Mercês",1,6,27,964,497,467,51.56,48.44
"SP","Meridiano",1,3,12,794,411,383,51.76,48.24
"CE","Meruoca",1,19,46,1320,707,613,53.56,46.44
"MG","Mesquita",1,4,21,863,445,416,51.56,48.2
"RJ","Mesquita",2,36,316,5857,3136,2586,53.54,44.15
"AL","Messias",1,4,39,1458,781,677,53.57,46.43
"RN","Messias Targino",1,2,18,861,445,416,51.68,48.32
"SP","Mesópolis",1,1,7,641,325,316,50.7,49.3
"PI","Miguel Alves",1,42,110,1374,738,636,53.71,46.29
"BA","Miguel Calmon",1,39,81,1462,752,710,51.44,48.56
"PI","Miguel Leão",1,3,8,631,326,305,51.66,48.34
"RJ","Miguel Pereira",1,23,78,2104,1129,956,53.66,45.44
"SP","Miguelópolis",1,6,52,1351,684,667,50.63,49.37
"BA","Milagres",1,15,35,943,511,432,54.19,45.81
"CE","Milagres",1,45,97,1484,786,698,52.96,47.04
"MA","Milagres Do Maranhão",1,9,23,952,494,458,51.89,48.11
"CE","Milhã",1,10,57,1264,662,602,52.37,47.63
"PI","Milton Brandão",1,12,30,861,447,414,51.92,48.08
"GO","Mimoso De Goiás",1,2,11,908,448,460,49.34,50.66
"ES","Mimoso Do Sul",1,15,74,1523,842,681,55.29,44.71
"AL","Minador Do Negrão",1,3,18,856,456,400,53.27,46.73
"RS","Minas Do Leão",1,6,20,951,494,457,51.95,48.05
"MG","Minas Novas",1,28,82,1731,918,794,53.03,45.87
"GO","Minaçu",1,13,100,1689,882,807,52.22,47.78
"MG","Minduri",1,2,15,682,358,324,52.49,47.51
"GO","Mineiros",1,21,140,2405,1310,1095,54.47,45.53
"SP","Mineiros Do Tietê",1,5,33,945,506,439,53.54,46.46
"RO","Ministro Andreazza",1,5,26,1057,555,502,52.51,47.49
"SP","Mira Estrela",1,1,8,869,434,435,49.94,50.06
"MG","Mirabela",1,9,38,1217,639,577,52.51,47.41
"SP","Miracatu",1,9,59,1435,755,680,52.61,47.39
"RJ","Miracema",1,17,80,1625,857,758,52.74,46.65
"TO","Miracema Do Tocantins",1,11,65,1538,795,743,51.69,48.31
"MA","Mirador",1,14,54,1352,709,643,52.44,47.56
"PR","Mirador",1,2,8,709,366,343,51.62,48.38
"MG","Miradouro",1,8,32,1155,634,521,54.89,45.11
"RS","Miraguaí",1,10,18,884,467,417,52.83,47.17
"MS","Miranda",1,22,76,1928,1049,879,54.41,45.59
"MA","Miranda Do Norte",1,16,64,1487,782,705,52.59,47.41
"PE","Mirandiba",1,7,35,1462,775,687,53.01,46.99
"SP","Mirandópolis",1,5,66,1291,675,616,52.29,47.71
"BA","Mirangaba",1,23,53,1447,774,673,53.49,46.51
"TO","Miranorte",1,4,38,1189,618,571,51.98,48.02
"BA","Mirante",1,8,29,930,461,469,49.57,50.43
"RO","Mirante Da Serra",1,5,35,1227,640,587,52.16,47.84
"SP","Mirante Do Paranapanema",1,6,43,1226,643,583,52.45,47.55
"PR","Miraselva",1,2,7,537,287,250,53.45,46.55
"SP","Mirassol",1,14,131,1936,1009,923,52.12,47.68
"MT","Mirassol D'oeste",1,10,73,1516,830,686,54.75,45.25
"SP","Mirassolândia",1,2,11,929,479,450,51.56,48.44
"MG","Miravânia",1,8,15,755,389,366,51.52,48.48
"MG","Miraí",1,9,41,1304,704,598,53.99,45.86
"CE","Miraíma",1,22,49,1250,656,594,52.48,47.52
"SC","Mirim Doce",1,5,9,588,305,283,51.87,48.13
"MA","Mirinzal",1,16,45,1421,743,678,52.29,47.71
"PR","Missal",1,8,32,1215,635,580,52.26,47.74
"CE","Missão Velha",1,36,120,2037,1076,961,52.82,47.18
"PA","Mocajuba",1,29,98,1798,930,868,51.72,48.28
"SP","Mococa",1,16,156,1797,974,822,54.2,45.74
"SC","Modelo",1,3,12,756,403,353,53.31,46.69
"MG","Moeda",1,8,22,1071,526,545,49.11,50.89
"MG","Moema",1,6,24,965,512,452,53.06,46.84
"PB","Mogeiro",1,5,38,1271,657,614,51.69,48.31
"SP","Mogi Das Cruzes",3,79,458,9134,4830,4274,52.88,46.79
"SP","Mogi Guaçu",1,38,346,2869,1559,1308,54.34,45.59
"SP","Mogi Mirim",1,22,213,2006,1070,934,53.34,46.56
"GO","Moiporá",1,4,9,829,426,403,51.39,48.61
"SE","Moita Bonita",1,11,43,1096,580,516,52.92,47.08
"PA","Moju",1,82,206,2583,1356,1227,52.5,47.5
"PA","Mojuí Dos Campos",1,60,101,1880,969,911,51.54,48.46
"CE","Mombaça",1,43,159,1904,1024,880,53.78,46.22
"SP","Mombuca",1,2,11,678,353,325,52.06,47.94
"SC","Mondaí",1,16,28,901,482,419,53.5,46.5
"SP","Mongaguá",1,17,146,3897,2062,1835,52.91,47.09
"MG","Monjolos",1,4,10,816,441,372,54.04,45.59
"PI","Monsenhor Gil",1,22,49,1201,641,560,53.37,46.63
"PI","Monsenhor Hipólito",1,9,30,1183,607,576,51.31,48.69
"MG","Monsenhor Paulo",1,3,20,1023,526,492,51.42,48.09
"CE","Monsenhor Tabosa",1,19,70,1602,843,759,52.62,47.38
"PB","Montadas",1,3,14,1029,540,489,52.48,47.52
"MG","Montalvânia",1,15,58,1356,715,622,52.73,45.87
"ES","Montanha",1,9,50,1405,744,639,52.95,45.48
"RN","Montanhas",1,6,35,1193,642,551,53.81,46.19
"RS","Montauri",1,2,5,428,228,200,53.27,46.73
"PA","Monte Alegre",1,123,239,2207,1142,1065,51.74,48.26
"RN","Monte Alegre",1,15,51,1376,754,622,54.8,45.2
"GO","Monte Alegre De Goiás",1,7,22,1011,502,509,49.65,50.35
"MG","Monte Alegre De Minas",1,14,58,1659,888,764,53.53,46.05
"SE","Monte Alegre De Sergipe",1,8,38,1284,665,619,51.79,48.21
"PI","Monte Alegre Do Piauí",1,24,45,1142,590,552,51.66,48.34
"SP","Monte Alegre Do Sul",1,5,22,901,468,433,51.94,48.06
"RS","Monte Alegre Dos Campos",1,10,12,638,327,311,51.25,48.75
"SP","Monte Alto",1,14,123,1804,974,829,53.99,45.95
"SP","Monte Aprazível",1,8,52,1328,700,627,52.71,47.21
"MG","Monte Azul",1,34,80,1574,825,747,52.41,47.46
"SP","Monte Azul Paulista",1,5,45,1152,614,538,53.3,46.7
"MG","Monte Belo",1,6,33,1068,553,508,51.78,47.57
"RS","Monte Belo Do Sul",1,9,13,616,332,284,53.9,46.1
"SC","Monte Carlo",1,4,24,994,532,462,53.52,46.48
"MG","Monte Carmelo",1,17,108,1830,981,840,53.61,45.9
"SC","Monte Castelo",1,6,24,955,500,455,52.36,47.64
"SP","Monte Castelo",1,2,11,705,372,330,52.77,46.81
"RN","Monte Das Gameleiras",1,2,9,749,376,373,50.2,49.8
"TO","Monte Do Carmo",1,7,24,1162,579,583,49.83,50.17
"MG","Monte Formoso",1,3,15,764,374,386,48.95,50.52
"PB","Monte Horebe",1,4,15,880,456,424,51.82,48.18
"SP","Monte Mor",1,26,157,2321,1212,1109,52.22,47.78
"RO","Monte Negro",1,5,40,1553,816,737,52.54,47.46
"BA","Monte Santo",1,77,169,1731,900,831,51.99,48.01
"MG","Monte Santo De Minas",1,5,48,1290,687,598,53.26,46.36
"TO","Monte Santo Do Tocantins",1,2,9,730,351,379,48.08,51.92
"MG","Monte Sião",1,5,53,1380,724,651,52.46,47.17
"PB","Monteiro",1,16,97,1833,976,857,53.25,46.75
"SP","Monteiro Lobato",1,3,13,855,450,405,52.63,47.37
"AL","Monteirópolis",1,3,19,928,491,437,52.91,47.09
"RS","Montenegro",1,42,150,2061,1118,943,54.25,45.75
"MA","Montes Altos",1,9,28,1022,540,482,52.84,47.16
"MG","Montes Claros",3,85,525,7590,4060,3524,53.49,46.43
"GO","Montes Claros De Goiás",1,7,25,1258,642,616,51.03,48.97
"MG","Montezuma",1,13,29,916,473,443,51.64,48.36
"GO","Montividiu",1,5,34,1595,824,771,51.66,48.34
"GO","Montividiu Do Norte",1,6,16,981,485,496,49.44,50.56
"MA","Monção",1,48,95,1920,1016,904,52.92,47.08
"SP","Monções",1,1,7,597,317,280,53.1,46.9
"CE","Morada Nova",1,53,209,2436,1269,1167,52.09,47.91
"MG","Morada Nova De Minas",1,7,27,1232,629,603,51.06,48.94
"CE","Moraújo",1,16,41,1080,564,516,52.22,47.78
"PE","Moreilândia",1,7,32,1016,533,483,52.46,47.54
"PR","Moreira Sales",1,3,36,1043,562,481,53.88,46.12
"PE","Moreno",1,24,139,2011,1110,901,55.2,44.8
"RS","Mormaço",1,5,9,651,341,310,52.38,47.62
"BA","Morpará",1,16,36,1010,506,504,50.1,49.9
"PR","Morretes",1,15,50,1452,784,668,53.99,46.01
"CE","Morrinhos",1,26,71,1760,920,840,52.27,47.73
"GO","Morrinhos",1,17,116,2246,1215,1031,54.1,45.9
"RS","Morrinhos Do Sul",1,5,11,638,343,295,53.76,46.24
"SP","Morro Agudo",1,7,61,1354,717,637,52.95,47.05
"GO","Morro Agudo De Goiás",1,2,10,761,378,383,49.67,50.33
"PI","Morro Cabeça No Tempo",1,7,18,797,418,379,52.45,47.55
"SC","Morro Da Fumaça",1,8,41,1258,682,576,54.21,45.79
"MG","Morro Da Garça",1,5,13,758,384,374,50.66,49.34
"BA","Morro Do Chapéu",1,34,111,1741,917,824,52.67,47.33
"PI","Morro Do Chapéu Do Piauí",1,8,25,809,429,380,53.03,46.97
"MG","Morro Do Pilar",1,7,18,980,528,452,53.88,46.12
"SC","Morro Grande",1,2,8,611,313,298,51.23,48.77
"RS","Morro Redondo",1,10,22,820,437,383,53.29,46.71
"RS","Morro Reuter",1,8,19,681,363,318,53.3,46.7
"MA","Morros",1,36,70,1373,719,653,52.37,47.56
"BA","Mortugaba",1,7,32,1082,560,522,51.76,48.24
"SP","Morungaba",1,5,31,1156,614,542,53.11,46.89
"RN","Mossoró",2,60,340,6087,3300,2784,54.21,45.74
"GO","Mossâmedes",1,4,17,993,530,463,53.37,46.63
"RS","Mostardas",1,13,31,1108,607,501,54.78,45.22
"SP","Motuca",1,2,11,646,352,294,54.49,45.51
"GO","Mozarlândia",1,4,41,1374,712,662,51.82,48.18
"PA","Muaná",1,23,95,1891,975,916,51.56,48.44
"RR","Mucajaí",1,14,64,1785,885,900,49.58,50.42
"CE","Mucambo",1,10,44,1268,677,591,53.39,46.61
"BA","Mucugê",1,19,38,1206,641,565,53.15,46.85
"BA","Mucuri",1,20,102,2058,1069,988,51.94,48.01
"ES","Mucurici",1,5,26,945,484,461,51.22,48.78
"RS","Muitos Capões",1,5,10,776,399,377,51.42,48.58
"RS","Muliterno",1,4,8,598,309,289,51.67,48.33
"CE","Mulungu",1,9,35,1488,776,712,52.15,47.85
"PB","Mulungu",1,5,33,913,501,412,54.87,45.13
"BA","Mulungu Do Morro",1,12,43,737,372,365,50.47,49.53
"BA","Mundo Novo",1,19,63,1297,677,620,52.2,47.8
"GO","Mundo Novo",1,5,24,1201,609,592,50.71,49.29
"MS","Mundo Novo",1,7,49,1804,976,828,54.1,45.9
"MG","Munhoz",1,3,19,988,504,480,51.01,48.58
"PR","Munhoz De Mello",1,1,11,807,423,384,52.42,47.58
"BA","Muniz Ferreira",1,14,32,1273,683,590,53.65,46.35
"ES","Muniz Freire",1,13,57,1382,724,658,52.39,47.61
"ES","Muqui",1,6,38,1201,640,558,53.29,46.46
"BA","Muquém Do São Francisco",1,13,34,1161,597,564,51.42,48.58
"MG","Muriaé",1,48,276,2985,1580,1335,52.93,44.72
"SE","Muribeca",1,7,27,1027,533,494,51.9,48.1
"AL","Murici",1,8,63,1638,905,733,55.25,44.75
"PI","Murici Dos Portelas",1,14,30,679,362,317,53.31,46.69
"TO","Muricilândia",1,4,11,880,433,447,49.2,50.8
"BA","Muritiba",1,15,73,1476,789,687,53.46,46.54
"SP","Murutinga Do Sul",1,2,13,738,390,348,52.85,47.15
"MG","Mutum",1,19,71,1725,921,784,53.39,45.45
"GO","Mutunópolis",1,2,14,882,439,443,49.77,50.23
"BA","Mutuípe",1,8,56,1365,728,637,53.33,46.67
"MG","Muzambinho",1,6,50,1379,744,627,53.95,45.47
"RS","Muçum",1,8,17,737,396,341,53.73,46.27
"MG","Mário Campos",1,7,37,1353,698,655,51.59,48.41
"AC","Mâncio Lima",1,20,59,1540,809,731,52.53,47.47
"PB","Mãe D'água",1,4,17,877,463,414,52.79,47.21
"PA","Mãe Do Rio",1,22,96,1616,868,748,53.71,46.29
"MG","Nacip Raydan",1,2,9,910,483,427,53.08,46.92
"SP","Nantes",1,1,7,612,329,283,53.76,46.24
"MG","Nanuque",1,21,123,2063,1108,939,53.71,45.52
"MG","Naque",1,1,15,869,463,405,53.28,46.61
"SP","Narandiba",1,3,13,832,438,394,52.64,47.36
"RN","Natal",5,131,616,14942,8109,6832,54.27,45.72
"MG","Natalândia",1,3,12,912,459,450,50.33,49.34
"RJ","Natividade",1,11,43,1350,710,640,52.59,47.41
"TO","Natividade",1,9,30,1134,567,567,50,50
"SP","Natividade Da Serra",1,5,22,1134,559,575,49.29,50.71
"PB","Natuba",1,6,25,886,471,415,53.16,46.84
"MG","Natércia",1,6,19,682,379,303,55.57,44.43
"SC","Navegantes",1,24,190,3257,1713,1544,52.59,47.41
"MS","Naviraí",1,15,135,2441,1290,1151,52.85,47.15
"MG","Nazareno",1,4,22,834,444,390,53.24,46.76
"PB","Nazarezinho",1,4,26,1108,571,537,51.53,48.47
"BA","Nazaré",1,22,76,1581,826,754,52.25,47.69
"TO","Nazaré",1,5,17,879,444,435,50.51,49.49
"PE","Nazaré Da Mata",1,15,80,1494,807,687,54.02,45.98
"PI","Nazaré Do Piauí",1,16,37,1122,603,519,53.74,46.26
"SP","Nazaré Paulista",1,9,47,1620,827,793,51.05,48.95
"PI","Nazária",1,11,45,1632,834,798,51.1,48.9
"GO","Nazário",1,5,24,1537,809,728,52.64,47.36
"MG","Nepomuceno",1,12,69,1438,764,664,53.13,46.18
"GO","Nerópolis",1,9,74,2182,1164,1018,53.35,46.65
"SP","Neves Paulista",1,4,22,958,502,455,52.4,47.49
"SE","Neópolis",1,20,56,1430,753,677,52.66,47.34
"AM","Nhamundá",1,14,54,1588,792,796,49.87,50.13
"SP","Nhandeara",1,4,25,1066,573,493,53.75,46.25
"RS","Nicolau Vergueiro",1,5,8,740,371,369,50.14,49.86
"BA","Nilo Peçanha",1,9,31,1082,547,535,50.55,49.45
"RJ","Nilópolis",2,32,247,5343,2890,2341,54.09,43.81
"MA","Nina Rodrigues",1,20,47,979,502,477,51.28,48.72
"MG","Ninheira",1,19,40,1108,564,543,50.9,49.01
"MS","Nioaque",1,20,45,1485,779,706,52.46,47.54
"SP","Nipoã",1,2,12,851,434,417,51,49
"GO","Niquelândia",1,26,104,2155,1112,1043,51.6,48.4
"RJ","Niterói",4,74,467,12539,6671,5868,53.2,46.8
"MT","Nobres",1,8,48,1436,754,682,52.51,47.49
"RS","Nonoai",1,11,29,1186,632,554,53.29,46.71
"BA","Nordestina",1,10,38,1075,549,526,51.07,48.93
"RR","Normandia",1,16,41,1438,737,701,51.25,48.75
"MT","Nortelândia",1,4,26,1015,546,469,53.79,46.21
"SE","Nossa Senhora Aparecida",1,14,33,908,497,411,54.74,45.26
"SE","Nossa Senhora Da Glória",1,24,105,1896,1020,876,53.8,46.2
"SE","Nossa Senhora Das Dores",1,22,82,1367,750,617,54.86,45.14
"PR","Nossa Senhora Das Graças",1,1,11,693,373,320,53.82,46.18
"SE","Nossa Senhora De Lourdes",1,4,17,976,517,459,52.97,47.03
"PI","Nossa Senhora De Nazaré",1,9,25,911,476,435,52.25,47.75
"MT","Nossa Senhora Do Livramento",1,21,59,1856,970,886,52.26,47.74
"SE","Nossa Senhora Do Socorro",1,68,377,3854,2072,1782,53.76,46.24
"PI","Nossa Senhora Dos Remédios",1,7,31,950,490,460,51.58,48.42
"SP","Nova Aliança",1,3,17,1007,526,476,52.23,47.27
"PR","Nova Aliança Do Ivaí",1,1,5,567,292,275,51.5,48.5
"RS","Nova Alvorada",1,6,10,563,287,276,50.98,49.02
"MS","Nova Alvorada Do Sul",1,6,54,1670,901,769,53.95,46.05
"GO","Nova América",1,2,10,883,463,420,52.43,47.57
"PR","Nova América Da Colina",1,1,12,773,418,355,54.08,45.92
"MS","Nova Andradina",1,17,123,2020,1085,935,53.71,46.29
"RS","Nova Araçá",1,4,13,746,394,352,52.82,47.18
"GO","Nova Aurora",1,2,10,712,376,336,52.81,47.19
"PR","Nova Aurora",1,6,36,990,530,460,53.54,46.46
"MT","Nova Bandeirantes",1,8,31,1533,778,752,50.75,49.05
"RS","Nova Bassano",1,3,22,827,440,387,53.2,46.8
"MG","Nova Belém",1,2,17,856,456,400,53.27,46.73
"RS","Nova Boa Vista",1,10,12,468,261,207,55.77,44.23
"MT","Nova Brasilândia",1,3,23,826,427,399,51.69,48.31
"RO","Nova Brasilândia D'oeste",1,7,51,1253,679,574,54.19,45.81
"RS","Nova Bréscia",1,7,11,560,305,255,54.46,45.54
"SP","Nova Campina",1,6,23,1033,563,470,54.5,45.5
"BA","Nova Canaã",1,12,47,1319,692,627,52.46,47.54
"MT","Nova Canaã Do Norte",1,5,37,1625,847,774,52.12,47.63
"SP","Nova Canaã Paulista",1,1,7,815,408,407,50.06,49.94
"RS","Nova Candelária",1,8,11,477,240,237,50.31,49.69
"PR","Nova Cantu",1,4,23,942,506,436,53.72,46.28
"SP","Nova Castilho",1,1,4,481,252,229,52.39,47.61
"MA","Nova Colinas",1,6,19,817,430,387,52.63,47.37
"GO","Nova Crixás",1,6,36,1320,682,638,51.67,48.33
"RN","Nova Cruz",1,15,97,1622,863,759,53.21,46.79
"MG","Nova Era",1,9,63,1304,696,604,53.37,46.32
"SC","Nova Erechim",1,3,13,803,424,379,52.8,47.2
